The computer was hard because the touch screen,Neutral,2
The touch screen was hard because its a drag,Negative,1
The touch screen was hard because too sensitive or not sensitive at all,Negative,1
stronger battery and better connection shorten the amount of questions,Neutral,2
the computer is very difficult for me to do because i dont work on tablet.unless my family is there to help.,Negative,1
The computer was hard because i have never used a computer,Neutral,2
its a good program.,Positive,3
The computer was hard because never used a computer,Negative,1
the program would help patients.,Neutral,2
very easy to use,Positive,3
The computer was hard because slow keystroke; moving to next page slow,Negative,1
I feel rushed because the quesion are clear and easy,Negative,1
I feel rushed because quicker to talk to doctor,Negative,1
this is eay to use,Neutral,2
this might be difficult for a hospice patient or someone in pain to assess daily.,Negative,1
The computer was hard because coordination; eyesight,Negative,1
The touch screen was hard because coordination,Neutral,2
Seeing the words was hard because smaller text; zooms too easily,Negative,1
I feel rushed because no i did not,Negative,1
i am not computer savy and may not feel comfortable using this kind of technonlogy to report my pain or discomfort,Negative,1
The touch screen was hard because hard,Neutral,2
no,Negative,1
The computer was hard because to long,Neutral,2
To futher study pain and treatment is good to know how patient feel to better pain control,Positive,3
The computer was hard because never used computer,Negative,1
The touch screen was hard because yes,Neutral,2
no,Negative,1
The computer was hard because too sensitive,Negative,1
The touch screen was hard because doesnt work well,Negative,1
The computer was hard because beccause of thevpain and dont want to be bothered with all of this.,Negative,1
The computer was hard because Not used to computers,Negative,1
Seeing the words was hard because a little small,Neutral,2
The computer was hard because its hard because you never used a computer..,Negative,1
The computer was hard because it would be hard to use,Negative,1
none,Neutral,2
no,Negative,1
more doctors should let there patients know about this program,Neutral,2
The computer was hard because just unfamiliar with the program,Neutral,2
none,Neutral,2
longer to do the program would be a good idea. the reason is my pain pattern may change from week to week so may help if I  keep it more than a week.,Negative,1
The computer was hard because not at all,Negative,1
no comments at this time,Neutral,2
its agoodidea to have.,Neutral,2
I feel rushed because pretty much the same,Negative,1
I enjoyed this way,Positive,3
The computer was hard because touchscreen didnt work well,Negative,1
Seeing the words was hard because a little small,Neutral,2
I feel rushed because it took too long,Negative,1
The instructions were hard because confusing  had to read twice,Neutral,2
I feel rushed because impersonal  no feedback,Negative,1
The computer was hard because in progrm it would lock it and had to go back and redo it,Negative,1
Make it easier to save data.,Neutral,2
The touch screen was hard because screen gets stuck sometime,Negative,1
The computer was hard because the language wasn't always clear,Negative,1
The touch screen was hard because touch screen inconsistent,Negative,1
The touch screen was hard because didn't always work,Negative,1
Seeing the words was hard because sometimes too small,Negative,1
I really enjoyed the videos; everyone should have them.,Positive,3
The computer was hard because nevet used computers,Negative,1
The instructions were hard because hard to read,Negative,1
The computer was hard because i always need assistance; didn't trust my skills,Negative,1
The instructions were hard because don't know; my eye sight isn't good,Negative,1
Seeing the words was hard because i had to have them enlarged,Neutral,2
when  you have pain and dwell on it than you get sick and if you dont than you wont feel it.,Negative,1
The computer was hard because because Im not familiar with the computer,Neutral,2
The instructions were hard because with help from researcher,Neutral,2
Seeing the words was hard because the words could have been bigger,Neutral,2
The computer was hard because i have never used the computer,Neutral,2
The computer was hard because it did not respond at times. ended up starting over,Negative,1
The instructions were hard because some times not clear if related to illness or not,Negative,1
it would be good to ask especific questions; and not just answer the same thing over and over,Neutral,2
The touch screen was hard because gets freezednsometime,Neutral,2
no,Negative,1
no,Negative,1
The computer was hard because need more information about cancer,Neutral,2
The instructions were hard because freezes the screen,Neutral,2
The touch screen was hard because freezes the screen,Neutral,2
I feel rushed because i found it better on the tablet,Negative,1
keep up the good work,Positive,3
The computer was hard because it was harder to use when I wasnt feeling good,Negative,1
too dull; could be brighter,Negative,1
The color could be better if it was ok,Neutral,2
Seeing the words was hard because could be bigger,Negative,1
this is good because I feel like I actually have time.  my doctor doesnt have enough time with me.,Very positive,4
The computer was hard because never worked on computers,Negative,1
The computer was hard because hands are not steady enough. my caretaker has to help me,Negative,1
I feel rushed because too many questions and i m tired and exausted,Negative,1
The computer was hard because I can not seem to focus on the screen use my fingers to type anything I have my Niece to answer this questions for me,Negative,1
The color could be better if I rather look a screen I never used a computer in my life,Negative,1
The touch screen was hard because I have no idea the light to right for me to use,Negative,1
Seeing the words was hard because Nothing was easy about using a computer I know nothing about,Negative,1
I feel rushed because i was able to think about my pain and really assess it.,Negative,1
None,Neutral,2
i was please to participate and the RA was very helpful and pleasent.,Positive,3
none,Neutral,2
its a good program to report the pain and its nature.,Positive,3
none,Neutral,2
i see this is a good program for patients with pain to report their pain to their nurse or a doctor.,Negative,1
I feel rushed because i could think slowly,Negative,1
I feel rushed because more time to relect on what is taking place,Negative,1
maybe add  a section for patient to log in a complete picture of meds and times taking them,Neutral,2
faster internet service;sometimes it slows down and stuck.,Negative,1
Its a good progrm to share your pain info with the doctors or nures. The way it was explained to me by the research assistant was very good.,Positive,3
This way of describing your pain makes you better understand your pain.,Negative,1
none,Neutral,2
the program was able to let me report my pain.,Neutral,2
I feel rushed because i fouhd it about the same,Negative,1
none,Neutral,2
all people can  use computers,Neutral,2
The touch screen was hard because moderately was ok had problems,Negative,1
none,Neutral,2
daily frequencies of reporting daily data was a constant reminder of pain and i dont like to be reminded.,Negative,1
none.,Neutral,2
none,Neutral,2
it was great working with Anna and good program for hospice.,Positive,3
I feel rushed because computer more self paced... less rushed,Very negative,0
I feel rushed because any computer input is difficult or feel pressured,Negative,1
none,Neutral,2
The touch screen was hard because not used to it,Negative,1
the only problem i had was i couldnt tell them how many pills,Negative,1
I feel rushed because Im very comfortable speaking to my nurse about my pain or any medical changes,Negative,1
Great program and Very pleasant staff.,Positive,3
I feel rushed because I didn't feel rushed at all,Negative,1
I feel rushed because you can take all the time youneed,Negative,1
I think is a very easy way to express yourself and also communicate to the doctor your issues about your health. when just an office visit may not be sufficient.,Positive,3
none,Neutral,2
I feel rushed because same,Negative,1
none,Neutral,2
none,Neutral,2
good way for people to reprt their pain.,Positive,3
My grandfather on my dad's side had cancer; by it wasn't an option when filling out the form.,Negative,1
none,Neutral,2
it's a good program you're working with; keep up the good work!,Very positive,4
I feel rushed because i  didn't feel rushed.,Negative,1
It's a good project,Positive,3
i think that is a great program and it for everyone's good,Positive,3
N/A,Neutral,2
Somevofvtge questions should be broken down into two or more questions as a single questions now,Negative,1
I feel rushed because I could take my time using the computer to really think about the way I felt,Negative,1
It is much easier to do to use this computer than it is to have to sit on the phone and wait for the doctor on nurse to call you back,Negative,1
none,Neutral,2
the microphone is a good thing,Positive,3
none,Neutral,2
None,Neutral,2
Keep it going,Neutral,2
None,Neutral,2
I feel rushed because i dont think it was rush by using this tabley,Negative,1
none,Neutral,2
I feel rushed because rather talk,Negative,1
none,Neutral,2
none,Neutral,2
veryhelpful when you are in painthand hard to put the data in.,Negative,1
I feel rushed because same,Negative,1
I feel rushed because i do not feel rushed at all,Negative,1
timing,Neutral,2
none,Neutral,2
I feel rushed because No problem either way,Negative,1
no; i did better than i thought,Negative,1
none,Neutral,2
none,Neutral,2
I feel rushed because I found this easier,Negative,1
I feel rushed because No it was easier explaining my pain through the computer then telling the nurse face to face,Negative,1
I thought using the computer was great,Positive,3
I think that the nurses will get a better idea of what kind of pain in the end by reading my computer rather than listen to me,Negative,1
Do it after the first visit in hospice,Neutral,2
I feel rushed because Sometimes because it needs to be completed daily.,Negative,1
The instructions were hard because some quesruons were hard to answer because options didn't fit,Negative,1
The touch screen was hard because sometimes finger worked; sometimes stylus worked... didnt like having to use both,Neutral,2
always have option available other than "yes" or "no",Neutral,2
not right now,Negative,1
blue,Neutral,2
I feel rushed because I would rather speak to a person.  I would not like to manage my pain in this way.,Negative,1
I feel rushed because because i choose the time when inanswer the question,Negative,1
i liked that you were able to show pain in the front and the back; usually you just show the front// using the stylus is easier than usingbyour finger//,Neutral,2
I feel rushed because this worked for me i didn't haveproblem,Negative,1
shorter questionnaire,Neutral,2
i think this works if you are not in pain and fill up to taking this. i don't think too many older seniors will want to do this study; especially if they don't work on computers.,Negative,1
The touch screen was hard because touch screen was too sensitive,Negative,1
I feel rushed because no comments,Negative,1
i recomend that its a good program to have to patience with yourself and others,Positive,3
The color could be better if blue,Neutral,2
like the idea,Neutral,2
enjoyedthis version of pain,Neutral,2
I'm glad to see people digging into a way to make pain control better,Negative,1
none,Neutral,2
